"","I","ID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","Start","Stop","C","Event","Xi"
"669",519,61,0,0.437122518895194,1,0.586250571301207,1,2,0.78170725912787,1.78458659769967,3,0.743068451061845,0,0,1,2,0.00325693725608289,2,0.94024543184787,1,0,8.46344480548091,13.473,13.89,0,0,0.940361145160061
"670",520,61,0,0.437122518895194,1,0.973804979585111,4,2,0.78170725912787,1.78458659769967,3,0.743068451061845,0,0,1,4,0.582239285344258,2,0.413042875472456,1,0,8.72061013303809,13.89,30.687,0,1,1.08831777172847
"672",521,62,0,0.92105342913419,0,0.753427469171584,4,2,0.731644656974822,1.21522900252603,1,0.162387512391433,0,1,0,2,0.445222347974777,0,0.450494398362935,0,1,0.664065496064723,0,0.188,0,0,1.10702502498441
"673",522,62,0,0.92105342913419,0,0.809688627719879,5,2,0.731644656974822,1.21522900252603,1,0.162387512391433,0,1,1,1,0.898450402542949,0,0.401540853315964,0,0,0.677780573570062,0.188,1.675,0,0,1.16312883785331
"674",523,62,0,0.92105342913419,0,0.491277739638463,3,2,0.731644656974822,1.21522900252603,1,0.162387512391433,0,1,1,1,0.426973759429529,0,0.77868518140167,1,0,0.786465639706813,1.675,2.258,0,0,1.05579892676673
"675",524,62,0,0.92105342913419,0,0.550305677577853,4,2,0.731644656974822,1.21522900252603,1,0.162387512391433,0,1,1,3,0.660234080161899,0,0.244246025802568,1,1,0.829075392040843,2.258,5.048,0,0,1.10927591930307
"676",525,62,0,0.92105342913419,1,0.518469979753718,5,2,0.731644656974822,1.21522900252603,1,0.162387512391433,0,1,1,5,0.0420825793407857,0,0.171705313259736,1,1,1.03300086278535,5.048,8.455,0,0,1.15491394475666
"677",526,62,0,0.92105342913419,1,0.238834209507331,1,2,0.731644656974822,1.21522900252603,1,0.162387512391433,0,1,1,1,0.446776706725359,0,0.0121638653799891,1,0,1.28201693136015,8.455,11.939,0,0,0.948211398106096
"678",527,62,0,0.92105342913419,1,0.947281206026673,5,2,0.731644656974822,1.21522900252603,1,0.162387512391433,0,1,1,2,0.709734867326915,1,0.800424358807504,2,1,1.53667116486084,11.939,26.66,0,0,1.14997214717161
"679",528,62,0,0.92105342913419,1,0.236343969125301,1,2,0.731644656974822,1.21522900252603,1,0.162387512391433,0,1,1,5,0.152853549690917,1,0.952436097664759,2,0,2.61252153632903,26.66,28.131,0,0,0.948235011143248
"680",529,62,0,0.92105342913419,0,0.88556677987799,2,2,0.731644656974822,1.21522900252603,1,0.162387512391433,0,1,1,4,0.628060147631913,1,0.776590269757435,2,0,2.72008608972145,28.131,39.898,1,0,1.00035492946512
"683",530,63,1,0.931275659473613,0,0.107300864066929,1,2,0.0186606636270881,1.6944627976045,5,0.637927572242916,0,0,0,4,0.694053703686222,0,0.72305956389755,0,0,0.522050370695069,0,0.158,0,0,0.96873880738741
"684",531,63,1,0.931275659473613,0,0.388790776720271,1,2,0.0186606636270881,1.6944627976045,5,0.637927572242916,0,0,1,1,0.328357753576711,0,0.33164891670458,0,1,0.67641180965958,0.158,1.063,0,0,0.966015739743077
"685",532,63,1,0.931275659473613,0,0.409901236649603,1,2,0.0186606636270881,1.6944627976045,5,0.637927572242916,0,0,1,3,0.94584828754887,0,0.895086894743145,0,1,1.55744356292633,1.063,2.41,0,0,0.965811830901232
"686",533,63,1,0.931275659473613,1,0.522622048621997,1,2,0.0186606636270881,1.6944627976045,5,0.637927572242916,0,0,1,2,0.111651277402416,0,0.0883573193568736,0,0,2.86890280341748,2.41,2.842,0,0,0.95512461138161
"687",534,63,1,0.931275659473613,0,0.740318639203906,1,2,0.0186606636270881,1.6944627976045,5,0.637927572242916,0,0,1,2,0.397469094954431,0,0.912507381523028,0,1,3.29017884570559,2.842,3.643,0,0,0.962625886891291
"688",535,63,1,0.931275659473613,1,0.149134272010997,5,2,0.0186606636270881,1.6944627976045,5,0.637927572242916,0,0,1,3,0.53480020724237,0,0.0569183940533549,1,1,4.07036389667276,3.643,5.853,0,0,1.17095705934968
"689",536,63,1,0.931275659473613,1,0.467338534537703,5,2,0.0186606636270881,1.6944627976045,5,0.637927572242916,0,0,1,4,0.00103063229471445,1,0.8366477296222,1,0,6.22311034678706,5.853,6.739,0,0,1.16723694599308
"690",537,63,1,0.931275659473613,1,0.615883508929983,4,2,0.0186606636270881,1.6944627976045,5,0.637927572242916,0,0,1,5,0.328715477371588,1,0.469968365039676,1,0,7.08554168036483,6.739,9.941,0,0,1.10866204287422
"691",538,63,1,0.931275659473613,0,0.707254705252126,2,2,0.0186606636270881,1.6944627976045,5,0.637927572242916,0,0,1,1,0.520922565599903,1,0.130185085581616,1,0,10.2043299204479,9.941,10.165,0,1,1.01231542748821
"694",539,64,1,0.50084525719285,0,0.065338498679921,3,1,0.690767195774242,1.10821500630118,5,0.295276664895937,0,1,0,3,0.408006882295012,0,0.105892639607191,0,1,0.593046393943951,0,0.515,0,0,1.12115013829131
"695",540,64,1,0.50084525719285,0,0.72699933918193,4,1,0.690767195774242,1.10821500630118,5,0.295276664895937,0,1,0,4,0.410293457563967,0,0.632053668843582,1,0,0.821428106336232,0.515,0.985,0,0,1.17085992699338
"696",541,64,1,0.50084525719285,0,0.912727106362581,2,1,0.690767195774242,1.10821500630118,5,0.295276664895937,0,1,0,1,0.186510326340795,0,0.74637726531364,1,1,1.03014700814918,0.985,2.184,0,0,1.05747202904021
"697",542,64,1,0.50084525719285,1,0.379409849876538,4,1,0.690767195774242,1.10821500630118,5,0.295276664895937,0,1,0,3,0.789032260421664,0,0.563042616704479,1,0,1.56191762742814,2.184,3.52,0,0,1.16324597787296
"698",543,64,1,0.50084525719285,1,0.37082498613745,4,1,0.690767195774242,1.10821500630118,5,0.295276664895937,0,1,1,2,0.330087206326425,1,0.465624170377851,1,0,2.15445900289639,3.52,5.741,0,0,1.16334584524179
"699",544,64,1,0.50084525719285,0,0.746363321552053,4,1,0.690767195774242,1.10821500630118,5,0.295276664895937,0,1,1,2,0.28378723654896,1,0.601777042262256,2,1,3.13959910792428,5.741,7.065,0,0,1.17063322383362
"700",545,64,1,0.50084525719285,1,0.78353198687546,2,1,0.690767195774242,1.10821500630118,5,0.295276664895937,0,1,1,1,0.809475717600435,1,0.98075692448765,2,1,3.72696761893869,7.065,8.915,0,0,1.04830348898594
"701",546,64,1,0.50084525719285,1,0.94339458970353,4,1,0.690767195774242,1.10821500630118,5,0.295276664895937,0,1,1,2,0.511221613967791,1,0.853113749297336,2,0,4.54755467502701,8.915,10.417,0,1,1.15670391353413
"705",547,65,1,0.203320644563064,1,0.116489303996786,3,2,0.767333718482405,1.61652098759077,3,0.0326208651531488,1,2,0,4,0.623768803896382,1,0.23611652222462,0,0,0.971098384587094,0,0.215,0,0,1.0521843255892
"706",548,65,1,0.203320644563064,1,0.228265363490209,4,2,0.767333718482405,1.61652098759077,3,0.0326208651531488,1,2,0,5,0.796219324227422,1,0.326712147798389,0,1,1.04476053670812,0.215,0.804,0,0,1.10489527067763
"707",549,65,1,0.203320644563064,0,0.812482889508829,2,2,0.767333718482405,1.61652098759077,3,0.0326208651531488,1,2,0,3,0.914947227342054,2,0.156920250505209,0,0,1.24711209281242,0.804,1.653,0,0,1.00391602521816
"708",550,65,1,0.203320644563064,0,0.501503911800683,4,2,0.767333718482405,1.61652098759077,3,0.0326208651531488,1,2,0,4,0.772639355855063,2,0.286022766493261,0,1,1.53836609886925,1.653,2.47,0,0,1.11295447370421
"709",551,65,1,0.203320644563064,1,0.778403192060068,2,2,0.767333718482405,1.61652098759077,3,0.0326208651531488,1,2,1,5,0.404897743836045,2,0.39200792228803,0,0,1.81876399628979,2.47,3.606,0,0,0.994265678868829
"710",552,65,1,0.203320644563064,0,0.339692961191759,2,2,0.767333718482405,1.61652098759077,3,0.0326208651531488,1,2,1,3,0.286560786189511,2,0.462591890944168,0,0,2.20855117481316,3.606,5.669,0,0,1.0086736770612
"711",553,65,1,0.203320644563064,1,0.756702180951834,4,2,0.767333718482405,1.61652098759077,3,0.0326208651531488,1,2,1,2,0.50095916329883,2,0.932767394464463,0,1,2.91642030733171,5.669,17.56,0,0,1.09907199698508
"712",554,65,1,0.203320644563064,0,0.0586117943748832,3,2,0.767333718482405,1.61652098759077,3,0.0326208651531488,1,2,1,4,0.0950099220499396,2,0.318093525944278,0,1,6.99641937359541,17.56,20.299,1,0,1.06337423031666
"716",555,66,0,0.113592946901917,1,0.390378925018013,4,2,0.192207538988441,1.49814392579719,3,0.796754409559071,0,2,0,5,0.41080306773074,0,0.724566213320941,0,1,0.0257698441855609,0,0.279,0,0,1.09114995010822
"717",556,66,0,0.113592946901917,1,0.614832464372739,3,2,0.192207538988441,1.49814392579719,3,0.796754409559071,0,2,0,4,0.263820274500176,0,0.758948478614911,0,0,0.184878210726781,0.279,0.705,0,0,1.03560687219196
"718",557,66,0,0.113592946901917,1,0.86143633723259,4,2,0.192207538988441,1.49814392579719,3,0.796754409559071,0,2,0,1,0.0901126337703317,0,0.938845035154372,0,0,0.428014991791917,0.705,3.905,0,0,1.08602209444401
"719",558,66,0,0.113592946901917,1,0.313778281444684,5,2,0.192207538988441,1.49814392579719,3,0.796754409559071,0,2,0,1,0.0524652111344039,0,0.142113784095272,0,1,2.25394803576745,3.905,5.187,0,0,1.14797342268091
"720",559,66,0,0.113592946901917,0,0.41235587769188,2,2,0.192207538988441,1.49814392579719,3,0.796754409559071,0,2,0,1,0.485005634371191,1,0.972180841024965,1,1,2.98502866424694,5.187,6.314,0,0,0.997016829215298
"721",560,66,0,0.113592946901917,1,0.826424655038863,1,2,0.192207538988441,1.49814392579719,3,0.796754409559071,0,2,0,4,0.240003686165437,1,0.010233762441203,1,1,3.62813389136645,6.314,7.529,0,0,0.935075207516823
"722",561,66,0,0.113592946901917,0,0.331988043617457,4,2,0.192207538988441,1.49814392579719,3,0.796754409559071,0,2,0,4,0.203279562760144,1,0.577778081176803,1,1,4.32129636547553,7.529,14.904,0,0,1.10275991269731
"723",562,66,0,0.113592946901917,1,0.0142816302832216,1,2,0.192207538988441,1.49814392579719,3,0.796754409559071,0,2,0,5,0.546010011108592,1,0.184601997258142,1,1,8.52882380396942,14.904,16.963,0,0,0.942700276914602
"724",563,66,0,0.113592946901917,0,0.812415324384347,4,2,0.192207538988441,1.49814392579719,3,0.796754409559071,0,2,0,5,0.450916479807347,1,0.609943122370169,1,1,9.70367366798857,16.963,28.211,0,1,1.0974746593007
"727",564,67,1,0.844487759284675,0,0.123200077563524,2,0,0.629199546296149,1.80449046031572,2,0.189898291835561,1,1,0,5,0.0137931329663843,1,0.964470606297255,0,0,0.642485030461103,0,0.134,0,0,1.1243587541293
"728",565,67,1,0.844487759284675,1,0.571343606803566,4,0,0.629199546296149,1.80449046031572,2,0.189898291835561,1,1,0,2,0.603365817572922,1,0.082013487117365,0,1,0.758488913547518,0.134,4.057,0,0,1.22474350882783
"729",566,67,1,0.844487759284675,0,0.812520175240934,4,0,0.629199546296149,1.80449046031572,2,0.189898291835561,1,1,1,5,0.302214298862964,1,0.708068388514221,0,0,4.16686196709099,4.057,6.7,0,0,1.23407250007052
"730",567,67,1,0.844487759284675,1,0.901695929002017,4,0,0.629199546296149,1.80449046031572,2,0.189898291835561,1,1,1,4,0.68769072368741,1,0.769187568454072,1,0,6.46267195834372,6.7,8.157,0,0,1.22070421582804
"731",568,67,1,0.844487759284675,0,0.574053227901459,4,0,0.629199546296149,1.80449046031572,2,0.189898291835561,1,1,1,5,0.861334693152457,1,0.402300358517095,1,1,7.72885618829677,8.157,8.81,0,0,1.23701886674848
"732",569,67,1,0.844487759284675,0,0.818098212359473,1,0,0.629199546296149,1.80449046031572,2,0.189898291835561,1,1,1,3,0.0874451962299645,1,0.192500195233151,1,1,8.29642894322669,8.81,9.215,0,0,1.06211679737591
"733",570,67,1,0.844487759284675,0,0.396766795543954,1,0,0.629199546296149,1.80449046031572,2,0.189898291835561,1,1,1,5,0.0813726058695465,1,0.371648412197828,1,0,8.64826251279725,9.215,9.958,0,0,1.06660126973797
"734",571,67,1,0.844487759284675,0,0.3331021850463,2,1,0.629199546296149,1.80449046031572,2,0.189898291835561,1,1,1,3,0.370120600797236,2,0.559290975565091,1,0,9.29331969187281,9.958,15.069,0,0,1.06728053348428
"735",572,67,1,0.844487759284675,1,0.112058875150979,4,1,0.629199546296149,1.80449046031572,2,0.189898291835561,1,1,1,2,0.938704716041684,2,0.542031986871734,1,0,13.7330966889008,15.069,20.844,0,0,1.17037509194984
"736",573,67,1,0.844487759284675,0,0.163572312798351,1,1,0.629199546296149,1.80449046031572,2,0.189898291835561,1,1,1,3,0.623641106765717,2,0.519139601383358,1,1,18.750651245024,20.844,28.461,0,0,1.01695122320395
"737",574,67,1,0.844487759284675,0,0.516184859676287,3,1,0.629199546296149,1.80449046031572,2,0.189898291835561,1,1,1,1,0.234717838698998,2,0.0985950471367687,2,1,25.3673018100153,28.461,39.461,0,1,1.11994886609907
"738",575,68,0,0.981032750103623,1,0.811652799369767,4,2,0.0705794026143849,1.7772695235908,3,0.818304383428767,1,2,0,4,0.344943892676383,0,0.032142547192052,0,1,0.788046066649258,0,0.227,0,0,1.09602916602381
"739",576,68,0,0.981032750103623,1,0.307045551249757,3,2,0.0705794026143849,1.7772695235908,3,0.818304383428767,1,2,0,5,0.898472993634641,0,0.899349980289117,0,1,1.00172158104558,0.227,0.996,0,0,1.04784939864401
"740",577,68,0,0.981032750103623,0,0.284914607414976,2,2,0.0705794026143849,1.7772695235908,3,0.818304383428767,1,2,1,4,0.675333582796156,0,0.106125706806779,0,1,1.72349815602504,0.996,5.075,0,0,1.00698546676917
"741",578,68,0,0.981032750103623,0,0.0762681826017797,1,2,0.0705794026143849,1.7772695235908,3,0.818304383428767,1,2,1,3,0.972543104086071,0,0.150824028067291,0,0,5.55504390981762,5.075,8.125,0,0,0.959874862744074
"742",579,68,0,0.981032750103623,0,0.529503217898309,3,2,0.0705794026143849,1.7772695235908,3,0.818304383428767,1,2,1,5,0.825580130331218,0,0.979258960811421,0,1,8.42040799804158,8.125,11.747,0,0,1.05602862858817
"743",580,68,0,0.981032750103623,0,0.352100606542081,5,2,0.0705794026143849,1.7772695235908,3,0.818304383428767,1,2,1,3,0.719746440416202,0,0.874586711637676,1,1,11.8232221955121,11.747,21.144,0,0,1.16916441848906
"744",581,68,0,0.981032750103623,1,0.47557099442929,2,2,0.0705794026143849,1.7772695235908,3,0.818304383428767,1,2,1,1,0.794535074848682,0,0.913926912704483,1,1,20.6499463854373,21.144,21.736,0,0,0.995066825827352
"745",582,68,0,0.981032750103623,1,0.884514960227534,1,2,0.0705794026143849,1.7772695235908,3,0.818304383428767,1,2,1,2,0.938878746703267,0,0.445481043541804,1,0,21.2059014683666,21.736,23.205,0,1,0.942673942698092
"749",583,69,0,0.39677366334945,1,0.766216487856582,1,1,0.468650632305071,1.78618753468618,1,0.700603686505929,1,0,0,2,0.590404787566513,0,0.327085641212761,0,0,0.3633523194585,0,0.209,0,0,0.986398913862667
"750",584,69,0,0.39677366334945,0,0.546493073226884,1,1,0.468650632305071,1.78618753468618,1,0.700603686505929,1,0,0,4,0.736393800470978,0,0.394959610886872,0,1,0.458340606819847,0.209,1.273,0,0,0.99850392613717
"751",585,69,0,0.39677366334945,0,0.994712450075895,1,2,0.468650632305071,1.78618753468618,1,0.700603686505929,1,0,1,3,0.599915337748826,0,0.947797426953912,0,0,0.942580872327466,1.273,2.239,0,0,0.945558625669434
"752",586,69,0,0.39677366334945,1,0.912949697347358,3,2,0.468650632305071,1.78618753468618,1,0.700603686505929,1,0,1,2,0.99783743545413,0,0.707240223186091,1,1,1.38176445728446,2.239,3.197,0,0,1.03545220015193
"753",587,69,0,0.39677366334945,0,0.193918090779334,4,2,0.468650632305071,1.78618753468618,1,0.700603686505929,1,0,1,1,0.849228141829371,0,0.597048385534436,2,0,1.81768845673155,3.197,4.058,0,0,1.1074150943181
"754",588,69,0,0.39677366334945,1,0.178649033652619,4,2,0.468650632305071,1.78618753468618,1,0.700603686505929,1,0,1,5,0.493912477511913,0,0.362757842987776,2,0,2.2094171874637,4.058,4.35,0,1,1.09656355215395
"760",589,70,0,0.541116465581581,0,0.960404163924977,5,0,0.918062394717708,1.5322387474589,4,0.738366878824309,1,0,0,2,0.260219693882391,1,0.334025540621951,0,0,0.47236995655112,0,0.783,0,0,1.27865292703686
"761",590,70,0,0.541116465581581,0,0.128043641569093,1,0,0.918062394717708,1.5322387474589,4,0.738366878824309,1,0,0,5,0.875769943930209,1,0.0391563747543842,0,1,0.641380414953014,0.783,3.426,0,0,1.05562259281904
"762",591,70,0,0.541116465581581,1,0.660042819567025,5,0,0.918062394717708,1.5322387474589,4,0.738366878824309,1,0,0,3,0.16623642318882,1,0.937923731282353,0,1,1.21194159262602,3.426,4.502,0,0,1.26973819869478
"763",592,70,0,0.541116465581581,1,0.329380301525816,3,0,0.918062394717708,1.5322387474589,4,0.738366878824309,1,0,0,4,0.0695631490088999,1,0.411268797703087,0,0,1.44424682201816,4.502,5.697,0,0,1.15271192476131
"764",593,70,0,0.541116465581581,1,0.460550449322909,2,0,0.918062394717708,1.5322387474589,4,0.738366878824309,1,0,0,1,0.445619407342747,1,0.127560688415542,0,0,1.70206350829309,5.697,11.362,0,0,1.09505617153976
"765",594,70,0,0.541116465581581,0,0.460384672041982,3,0,0.918062394717708,1.5322387474589,4,0.738366878824309,1,0,0,1,0.418470589676872,1,0.988733194768429,0,1,2.92493905307539,11.362,13.844,0,0,1.16277259107215
"766",595,70,0,0.541116465581581,1,0.889779444551095,2,1,0.918062394717708,1.5322387474589,4,0.738366878824309,1,0,0,3,0.296400978928432,1,0.29427147237584,1,1,3.46061251272864,13.844,15.108,0,0,1.03718817134902
"767",596,70,0,0.541116465581581,1,0.927695026854053,1,1,0.918062394717708,1.5322387474589,4,0.738366878824309,1,0,1,4,0.872843178454787,1,0.520433698082343,1,1,3.73348328525388,15.108,24.462,0,0,0.986229901622491
"768",597,70,0,0.541116465581581,0,0.166208680719137,4,1,0.918062394717708,1.5322387474589,4,0.738366878824309,1,0,1,1,0.728003269294277,2,0.0364560878369957,2,0,5.75267707149784,24.462,32.209,0,0,1.16619822509475
"769",598,70,0,0.541116465581581,1,0.393367460463196,1,1,0.918062394717708,1.5322387474589,4,0.738366878824309,1,0,1,3,0.366574299987406,2,0.755894686328247,2,1,7.42497659323806,32.209,35.599,0,0,0.991513703689045
"770",599,70,0,0.541116465581581,0,0.281252629356459,3,2,0.918062394717708,1.5322387474589,4,0.738366878824309,1,0,1,3,0.111637827474624,2,0.849735378986225,2,1,8.15656783354893,35.599,46.211,0,1,1.05400652242839
"771",600,71,0,0.469218268524855,1,0.144386569503695,3,2,0.593861615285277,1.24294953537174,5,0.0459746590349823,1,2,0,4,0.777163224527612,0,0.821494499454275,0,0,0.45898606791161,0,0.211,0,0,1.04419715455459
"772",601,71,0,0.469218268524855,0,0.0150559556204826,3,2,0.593861615285277,1.24294953537174,5,0.0459746590349823,1,2,0,3,0.819239808944985,0,0.686936969636008,1,0,0.556193533860582,0.211,0.82,0,0,1.05605643187208
"773",602,71,0,0.469218268524855,1,0.022284587379545,4,2,0.593861615285277,1.24294953537174,5,0.0459746590349823,1,2,0,5,0.0174994200933725,0,0.478114877361804,1,0,0.836370229650386,0.82,1.4,0,0,1.09907546145819
"774",603,71,0,0.469218268524855,1,0.7098832083866,2,2,0.593861615285277,1.24294953537174,5,0.0459746590349823,1,2,0,2,0.27479195734486,0,0.297803836874664,1,0,1.10365085385481,1.4,2.061,0,0,0.987669995778645
"775",604,71,0,0.469218268524855,0,0.603615393163636,3,2,0.593861615285277,1.24294953537174,5,0.0459746590349823,1,2,0,1,0.722469578962773,0,0.635040290420875,1,1,1.4078525925318,2.061,3.266,0,0,1.04985916725893
"776",605,71,0,0.469218268524855,0,0.165091193979606,1,2,0.593861615285277,1.24294953537174,5,0.0459746590349823,1,2,0,1,0.00799385947175324,0,0.76913755456917,1,1,1.96242563618332,3.266,4.366,1,0,0.954126774301044
"782",606,72,1,0.294771683868021,0,0.0869468604214489,2,0,0.313696661032736,1.3215649726335,1,0.675607751822099,1,0,0,2,0.78984644706361,1,0.591379275778309,0,0,0.423338321037591,0,0.156,0,0,1.11860038572591
"783",607,72,1,0.294771683868021,0,0.307640813756734,2,0,0.313696661032736,1.3215649726335,1,0.675607751822099,1,0,1,2,0.0288614244200289,1,0.798496257280931,0,0,0.56243046337916,0.156,1.229,0,0,1.11613442442726
"784",608,72,1,0.294771683868021,1,0.175096695311368,4,0,0.313696661032736,1.3215649726335,1,0.675607751822099,1,0,1,4,0.906443942571059,1,0.614086962072179,0,1,1.51888567798935,1.229,1.66,0,0,1.22286534677305
"785",609,72,1,0.294771683868021,1,0.200722980778664,3,0,0.313696661032736,1.3215649726335,1,0.675607751822099,1,0,1,4,0.214759424328804,1,0.240326640428975,0,0,1.90333896535313,1.66,2.625,0,0,1.16292744675714
"786",610,72,1,0.294771683868021,1,0.46249349694699,5,0,0.313696661032736,1.3215649726335,1,0.675607751822099,1,0,1,4,0.811313128331676,1,0.376668695360422,0,1,2.76357463026399,2.625,3.197,0,0,1.2818736309899
"787",611,72,1,0.294771683868021,1,0.777709712274373,4,0,0.313696661032736,1.3215649726335,1,0.675607751822099,1,0,1,3,0.0501706034410745,2,0.564718393841758,0,0,3.27346488915568,3.197,5.116,0,0,1.21551836019554
"788",612,72,1,0.294771683868021,1,0.616828575497493,3,0,0.313696661032736,1.3215649726335,1,0.675607751822099,1,0,1,2,0.281674021156505,2,0.542982588987797,1,1,4.98410051187983,5.116,5.542,0,0,1.15809849432681
"789",613,72,1,0.294771683868021,1,0.31625530240126,4,0,0.313696661032736,1.3215649726335,1,0.675607751822099,1,0,1,3,0.972435806179419,2,0.281228738836944,2,0,5.36412630449093,5.542,9.746,0,0,1.2211403848355
"790",614,72,1,0.294771683868021,1,0.691136732464656,3,0,0.313696661032736,1.3215649726335,1,0.675607751822099,1,0,1,5,0.683743446599692,2,0.234716965816915,2,0,9.11244483806425,9.746,10.439,0,0,1.15723825233438
"791",615,72,1,0.294771683868021,1,0.427282695192844,4,0,0.313696661032736,1.3215649726335,1,0.675607751822099,1,0,1,1,0.615266497945413,2,0.864978133002296,2,1,9.73052034026488,10.439,14.068,0,0,1.2197853368803
"792",616,72,1,0.294771683868021,0,0.388352353358641,5,0,0.313696661032736,1.3215649726335,1,0.675607751822099,1,0,1,5,0.0030786085408181,2,0.589116711867973,2,0,12.9651925460222,14.068,38.654,1,0,1.29571697851374
"793",617,73,1,0.097809039754793,1,0.235916970996186,3,2,0.57510603684932,1.91146146948449,4,0.921699080383405,1,2,0,1,0.179937402252108,0,0.19510920997709,0,1,0.0934191811829805,0,0.194,0,0,1.04982020973846
"794",618,73,1,0.097809039754793,0,0.292360280873254,4,2,0.57510603684932,1.91146146948449,4,0.921699080383405,1,2,0,4,0.0534743485040963,0,0.705188462510705,0,1,0.208201940138974,0.194,0.665,0,0,1.11410844881572
"795",619,73,1,0.097809039754793,1,0.911833595251665,5,2,0.57510603684932,1.91146146948449,4,0.921699080383405,1,2,0,5,0.285878647817299,0,0.858943738276139,0,1,0.486697584910342,0.665,2.022,0,0,1.15241501611967
"796",620,73,1,0.097809039754793,1,0.211560667259619,5,2,0.57510603684932,1.91146146948449,4,0.921699080383405,1,2,0,1,0.951389419147745,0,0.919388314476237,0,1,1.28915193130665,2.022,2.704,0,0,1.16051338875714
"797",621,73,1,0.097809039754793,1,0.819670110242441,4,2,0.57510603684932,1.91146146948449,4,0.921699080383405,1,2,0,2,0.905838975682855,0,0.333597248420119,0,0,1.69237401434521,2.704,4.182,0,0,1.09722184460685
"798",622,73,1,0.097809039754793,0,0.508695979602635,2,2,0.57510603684932,1.91146146948449,4,0.921699080383405,1,2,0,5,0.106340907746926,0,0.451305974973366,1,0,2.56596420005836,4.182,8.558,0,0,1.00590851743734
"799",623,73,1,0.097809039754793,1,0.969631823711097,3,2,0.57510603684932,1.91146146948449,4,0.921699080383405,1,2,0,5,0.0252021723426878,0,0.917136865435168,1,0,5.1536898972346,8.558,9.58,0,0,1.04214571182721
"800",624,73,1,0.097809039754793,1,0.519439870258793,2,2,0.57510603684932,1.91146146948449,4,0.921699080383405,1,2,0,1,0.972987651126459,1,0.700846778228879,1,1,5.75829167075015,9.58,12.568,1,0,0.99579256784358
"804",625,74,1,0.039699729764834,1,0.511407849611714,2,0,0.273143228841946,1.67773634800687,1,0.325630673207343,1,2,0,5,0.772383878240362,0,0.55219010822475,0,0,0.0648009367287159,0,0.679,0,0,1.09997001330566
"805",626,74,1,0.039699729764834,0,0.570110150845721,1,1,0.273143228841946,1.67773634800687,1,0.325630673207343,1,2,0,5,0.0335457697510719,0,0.730639300774783,0,0,0.156117142502376,0.679,1.114,0,0,1.00470693878664
"806",627,74,1,0.039699729764834,0,0.101550824241713,4,1,0.273143228841946,1.67773634800687,1,0.325630673207343,1,2,0,5,0.0838720130268484,0,0.493974479846656,0,0,0.214681752469723,1.114,1.97,0,0,1.17278526609471
"807",628,74,1,0.039699729764834,0,0.89035484008491,4,1,0.273143228841946,1.67773634800687,1,0.325630673207343,1,2,0,4,0.0780604223255068,0,0.600280740996823,0,0,0.329785722488778,1.97,2.777,0,0,1.16357067911311
"808",629,74,1,0.039699729764834,0,0.689516919432208,2,1,0.273143228841946,1.67773634800687,1,0.325630673207343,1,2,0,1,0.440708733163774,0,0.910811624955386,0,1,0.438397490259464,2.777,3.303,0,0,1.05495892033974
"809",630,74,1,0.039699729764834,0,0.192421305226162,5,1,0.273143228841946,1.67773634800687,1,0.325630673207343,1,2,1,1,0.296696783974767,0,0.402136868331581,0,1,0.509163487324953,3.303,6.188,0,0,1.23179540536326
"810",631,74,1,0.039699729764834,1,0.265796741237864,4,1,0.273143228841946,1.67773634800687,1,0.325630673207343,1,2,1,5,0.63183287717402,1,0.827906569698825,1,0,0.897309787250143,6.188,6.873,0,0,1.15921033763049
"811",632,74,1,0.039699729764834,1,0.457153148250654,4,1,0.273143228841946,1.67773634800687,1,0.325630673207343,1,2,1,4,0.0356654648203403,1,0.432823900366202,1,0,0.989489135803027,6.873,9.954,0,0,1.15699423538173
"812",633,74,1,0.039699729764834,1,0.814373472705483,3,1,0.273143228841946,1.67773634800687,1,0.325630673207343,1,2,1,1,0.267644510371611,1,0.139558512018993,2,1,1.40394978374297,9.954,10.76,0,0,1.09664252541841
"813",634,74,1,0.039699729764834,1,0.289195341989398,4,2,0.273143228841946,1.67773634800687,1,0.325630673207343,1,2,1,4,0.281647918513045,1,0.917442742735147,2,0,1.51246502524505,10.76,21.421,0,1,1.1024170020059
"815",635,75,0,0.0487689054571092,1,0.44435813720338,3,1,0.248192513128743,1.93233070033602,1,0.541727791074663,0,0,0,3,0.0194816512521356,1,0.138441211543977,0,0,0.537712780525908,0,0.155,0,0,1.0898543981968
"816",636,75,0,0.0487689054571092,0,0.749394164187834,5,1,0.248192513128743,1.93233070033602,1,0.541727791074663,0,0,0,5,0.264635808300227,2,0.483018856262788,0,1,0.662604197498118,0.155,0.593,0,0,1.21287520988727
"817",637,75,0,0.0487689054571092,0,0.992943684803322,1,2,0.248192513128743,1.93233070033602,1,0.541727791074663,0,0,0,1,0.376956600230187,2,0.671370904194191,0,1,1.01626346911367,0.593,1.127,0,0,0.942290422488824
"818",638,75,0,0.0487689054571092,0,0.442498716758564,3,2,0.248192513128743,1.93233070033602,1,0.541727791074663,0,0,0,2,0.04856824176386,2,0.381092331605032,0,1,1.44749475433347,1.127,2.437,0,0,1.04714006655666
